Feature	Gain	Cover	Frequency	pos
mdescubierto_preacordado_delta1	0.00344435273782268	0.0159047979948039	0.00572033898305085	27
cliente_edad	0.00333725235148134	0.0089611707563225	0.0114406779661017	28
Visa_Finiciomora	0.00331011537913716	0.0109725649345905	0.00614406779661017	29
cpayroll_trx_lag1	0.00313387275600454	0.00223160141953547	0.00190677966101695	30
cproductos	0.00302171806244726	0.0119072158420626	0.00741525423728814	31
Visa_fechaalta_delta2	0.00300866388879278	0.0113901477107896	0.00635593220338983	32
cprestamos_personales_delta2	0.00299608975047665	0.000919502831375124	0.00127118644067797	33
ctarjeta_visa_trx	0.00299380019415444	0.00566435759980439	0.0038135593220339	34
mtransferencias_recibidas	0.00294429909389653	0.013861512489126	0.00635593220338983	35
mcaja_ahorro_dolares_delta1	0.00290752738406811	0.00751787813932918	0.00805084745762712	36
mv_msaldopesos	0.00276614211494841	0.000606337058818372	0.00169491525423729	37
ccomisiones_mantenimiento_delta2	0.00270101004270995	0.00256207058126724	0.00529661016949153	38
mcuenta_corriente_delta2	0.00262367708940385	0.00377423326868206	0.00741525423728814	39
mv_mpagominimo_lag2	0.00254642657132358	0.00234873111726559	0.00254237288135593	40
mrentabilidad_annual_lag2	0.00250316706166168	0.00129310260848896	0.00529661016949153	41
mcaja_ahorro_lag1	0.00232049419705633	0.00403844786285487	0.00593220338983051	42
mv_Finiciomora_lag1	0.00229227743668959	0.00448573012265558	0.00360169491525424	43
mrentabilidad_annual_delta1	0.0022276629315313	0.00162130686495222	0.00572033898305085	44
cliente_edad_lag2	0.00222697480325466	0.00521088946970044	0.00847457627118644	45
mv_fultimo_cierre_lag2	0.00221943240192111	0.000506620342453677	0.00190677966101695	46
mrentabilidad_annual_delta2	0.00218235491804087	0.00411115619273808	0.00720338983050848	47
ccallcenter_trx	0.00212810202057698	0.00768608997470125	0.00635593220338983	48
ccomisiones_mantenimiento_delta1	0.00209516507649786	0.00509916632003063	0.0048728813559322	49
mv_Finiciomora_delta1	0.00196921156537264	0.00488957734432308	0.00296610169491525	50
ctrx_quarter_delta2	0.00196146914747158	0.00303686048086131	0.00614406779661017	51
ccaja_ahorro_delta2	0.00194932377091454	0.0110715632132625	0.00423728813559322	52
mcuenta_debitos_automaticos	0.00194126072804512	0.011205545754496	0.00550847457627119	53
chomebanking_trx_delta2	0.0018728540666289	0.00406476216546375	0.00572033898305085	54
mautoservicio	0.00186122943588011	0.000481487200119236	0.00127118644067797	55
ctrx_quarter_delta1	0.00175291550847437	0.00217950859835972	0.00572033898305085	56
Visa_fechaalta	0.00173360651110931	0.00342738616293875	0.00296610169491525	57
mrentabilidad_annual	0.00171227663894	0.000774536717280399	0.00275423728813559	58
mrentabilidad_annual_lag1	0.00167894939381584	0.00114173143971017	0.00444915254237288	59
mcomisiones_mantenimiento_delta2	0.00166872401958234	0.00543964490182001	0.00572033898305085	60
internet	0.00166254262575458	0.00105380197226977	0.0038135593220339	61
mcuentas_saldo_delta1	0.00165025190296147	0.00811587401476621	0.00508474576271186	62
mpagomiscuentas	0.00163968525150633	0.0128390295294939	0.00423728813559322	63
Master_fechaalta	0.00158261690464749	0.00302257696537764	0.00444915254237288	64
mcaja_ahorro_delta2	0.00152787811363264	0.00269388563251254	0.00529661016949153	65
Visa_mpagominimo	0.00151654445973523	0.00564030820246402	0.00444915254237288	66
mcuentas_saldo_lag1	0.00148589620936126	0.00737845251930527	0.00360169491525424	67
mactivos_margen_lag1	0.0014797976046535	0.0015565257035088	0.00572033898305085	68
ccaja_seguridad_lag2	0.0014692541048293	0.00185695442815769	0.00169491525423729	69
ccaja_seguridad	0.00145721216964554	0.00642899448921759	0.0038135593220339	70
mpayroll_delta2	0.00139212833128811	0.00327740316190517	0.0038135593220339	71
mcuenta_corriente_lag2	0.00138272662680263	0.00172600393752563	0.0048728813559322	72
chomebanking_trx_delta1	0.00137534283325762	0.00278136455428126	0.0048728813559322	73
thomebanking	0.00137397671956436	0.00214084690896445	0.00360169491525424	74
chomebanking_trx	0.00136562414069845	0.0028179683458788	0.00508474576271186	75
internet_delta1	0.00135779809001894	0.00207691813122423	0.00296610169491525	76
internet_lag1	0.00134845425671138	0.000213716948213063	0.0010593220338983	77
ccallcenter_trx_delta2	0.00133563183950878	0.00249105484188039	0.00338983050847458	78
mcuenta_corriente_lag1	0.00131816164155154	0.00291176708396126	0.00466101694915254	79
mv_mpagominimo	0.00130765593888979	0.00659016807058322	0.00423728813559322	80
cliente_edad_lag1	0.00130019934425609	0.00266047219134699	0.00444915254237288	81
tcallcenter	0.00126931597227574	0.00418979467781357	0.00296610169491525	82
mcaja_ahorro_dolares_delta2	0.00126475051299522	0.00293758213325826	0.00402542372881356	83
ccomisiones_mantenimiento	0.00125125694811714	0.00422303764223849	0.00233050847457627	84
mtarjeta_visa_debitos_automaticos_delta1	0.00122437882408832	0.00747738991342704	0.0048728813559322	85
Visa_status	0.00120839689651222	0.000453602076114455	0.000847457627118644	86
mpayroll_sobre_edad_delta2	0.00119275280516882	0.00546542342038688	0.00360169491525424	87
mv_cconsumos_delta2	0.00119020265949826	0.00236565702222919	0.00402542372881356	88
mv_fechaalta_delta2	0.00117485294175842	0.0033530704809295	0.00275423728813559	89
mvr_mpagospesos_delta2	0.00116977580836779	0.00517409084754216	0.00296610169491525	90
ctarjeta_visa_trx_delta2	0.00116611579366929	0.00253237109766564	0.00317796610169492	91
tmobile_app_delta1	0.00115973303089269	0.00370197548447054	0.00338983050847458	92
mv_status04_delta2	0.0011539752768377	0.000508787832441821	0.00127118644067797	93
Visa_mfinanciacion_limite	0.00114674861230913	0.00357433711337093	0.00360169491525424	94
mtransferencias_emitidas_lag2	0.00113971884249583	0.0055304724738513	0.00444915254237288	95
mactivos_margen_delta2	0.00113403828476887	0.00119650318109598	0.00423728813559322	96
mactivos_margen_lag2	0.00113277612117179	0.00240212686781623	0.00402542372881356	97
Visa_fechaalta_lag2	0.00112986473169628	0.00192269756549473	0.00360169491525424	98
mvr_mpagominimo	0.00111923278360494	0.00774529411134372	0.00466101694915254	99
mtransferencias_recibidas_lag2	0.00111786971592945	0.00150647860322074	0.00317796610169492	100
cprestamos_personales	0.00110313329048601	0.003210028318622	0.00275423728813559	101
Master_msaldototal	0.0010907457523562	0.00517360377114033	0.00360169491525424	102
mv_msaldototal	0.00107137870370636	0.0010673305193306	0.00169491525423729	103
mpayroll_sobre_edad_lag2	0.00106387146744729	0.00190098613488315	0.00275423728813559	104
ctarjeta_visa_trx_lag2	0.00104500380456406	0.000374537399187362	0.00211864406779661	105
cplazo_fijo	0.00101185400577405	0.0065585202813743	0.00275423728813559	106
canarito40	0.00101136776464845	0.000907082383128453	0.00423728813559322	107
Master_fechaalta_lag2	0.000994043292099606	0.00137259347726766	0.00275423728813559	108
mcuentas_saldo_lag2	0.000978252347310096	0.00092080576075002	0.00254237288135593	109
Master_Fvencimiento	0.000964738398759138	0.000397831828104893	0.00296610169491525	110
mpayroll_sobre_edad_lag1	0.000924985493827985	0.000498559228003386	0.0010593220338983	111
mprestamos_personales_lag1	0.000906925420625916	0.000929122590311271	0.00127118644067797	112
mvr_msaldopesos_lag2	0.000902348715725831	0.00209591411089561	0.00360169491525424	113
chomebanking_trx_lag1	0.000902165322705526	0.000428907302541662	0.00233050847457627	114
mv_msaldototal_lag1	0.000897610312782653	0.000336021832712636	0.00127118644067797	115
mcuenta_corriente_delta1	0.000887549271839984	0.00125612133268	0.00317796610169492	116
mtransferencias_emitidas_delta2	0.00087726201984086	0.00179915063617049	0.00233050847457627	117
cmobile_app_trx_delta2	0.000871776359854866	0.00410281500935674	0.0038135593220339	118
mv_fechaalta	0.0008577614930491	0.00213556213000459	0.00317796610169492	119
Master_msaldopesos	0.000836589956928165	0.00137762254111655	0.00254237288135593	120
mpasivos_margen_delta2	0.000814364296432351	0.000486954632729781	0.00233050847457627	121
tcallcenter_delta2	0.000813997128059634	0.0022229071057628	0.00190677966101695	122
mrentabilidad_lag2	0.000813006543489118	0.000549483065814738	0.00317796610169492	123
Visa_cconsumos_lag2	0.000790120222592708	0.000873194042471114	0.00317796610169492	124
Master_fechaalta_lag1	0.000779577926640672	0.000274138775860104	0.00190677966101695	125
Visa_mpagominimo_delta2	0.000779375467571357	0.00169131192080527	0.00211864406779661	126
mv_mpagominimo_delta1	0.000773190436848935	0.00385848530928864	0.00275423728813559	127
Visa_Fvencimiento_lag2	0.000764616797350811	0.00059558484724797	0.00317796610169492	128
mcomisiones	0.000764002332779934	0.00151478325587195	0.00275423728813559	129
ccallcenter_trx_lag1	0.000753299504739741	0.00332284739019593	0.00296610169491525	130
mcaja_ahorro_delta1	0.000745291356545407	0.00568862618152558	0.00296610169491525	131
tmobile_app_delta2	0.000744559446502929	0.00213363817821736	0.00233050847457627	132
canarito67	0.000743771785487842	0.00553008281272984	0.00338983050847458	133
ctrx_quarter_normalizado_delta2	0.000740968008281334	0.00164838831289398	0.00275423728813559	134
ccajas_consultas_delta1	0.00073625345843792	0.00515018757312235	0.00254237288135593	135
Master_msaldototal_lag2	0.000734138008573527	0.00156826424479291	0.00233050847457627	136
canarito3	0.000730560754557103	0.00259464381563963	0.00317796610169492	137
mrentabilidad	0.000726251789563678	0.00145354557525184	0.00275423728813559	138
mvr_msaldopesos2_lag2	0.000718983327604499	0.00019748512712207	0.00190677966101695	139
mvr_mpagominimo_delta2	0.000700459956362987	0.000767011386872122	0.00211864406779661	140
Master_mfinanciacion_limite	0.000699491161562769	0.00110705159989986	0.00275423728813559	141
mvr_msaldopesos_delta2	0.000699433382018156	0.00417150495892485	0.00275423728813559	142
cextraccion_autoservicio_lag2	0.000685418233992907	0.000396869852211278	0.00233050847457627	143
Master_Fvencimiento_lag1	0.000684947172399865	0.000351048139709099	0.00296610169491525	144
ccallcenter_trx_delta1	0.000681335517973171	0.000376108220583264	0.000847457627118644	145
mcaja_ahorro_dolares_lag2	0.000673270304342126	0.00124797497985939	0.00275423728813559	146
mpayroll_sobre_edad_delta1	0.000672467346883012	0.00507262065613088	0.00254237288135593	147
canarito45	0.000668790354743122	0.00114648043462801	0.00296610169491525	148
ccomisiones_otras_delta2	0.000666950190314895	0.00138832604504677	0.00233050847457627	149
Visa_mfinanciacion_limite_lag1	0.000658603169483489	0.000746371524344566	0.00169491525423729	150
mcomisiones_lag2	0.000650293651955976	0.00059188306659406	0.00275423728813559	151
chomebanking_trx_lag2	0.000642390632451831	0.000282577374521813	0.00233050847457627	152
Master_fultimo_cierre_lag1	0.000634490791675778	0.00145315591413038	0.00296610169491525	153
mv_fultimo_cierre	0.00063235931546061	0.000607445157632536	0.00190677966101695	154
mrentabilidad_delta2	0.000628383788300761	0.00108692316759422	0.00275423728813559	155
Visa_Fvencimiento	0.000627000912030436	0.00112009307055886	0.00275423728813559	156
mtarjeta_visa_debitos_automaticos_lag1	0.000621602019314214	0.000805027700034972	0.00233050847457627	157
mv_cconsumos	0.000613963832728813	0.00121077451966961	0.00190677966101695	158
numero_de_cliente	0.000612384450394863	0.000438271346366848	0.00275423728813559	159
canarito23	0.000611005874570793	0.000434362558242161	0.00275423728813559	160
mv_fechaalta_lag2	0.000608804093484815	0.000402933953414065	0.00211864406779661	161
Visa_cconsumos	0.000606597288365373	0.00121754488165505	0.00190677966101695	162
cextraccion_autoservicio	0.000606240692581318	0.000405174504862484	0.00169491525423729	163
Master_fechaalta_delta2	0.000605467294765638	0.00240099441518198	0.00211864406779661	164
ctarjeta_visa_debitos_automaticos_lag1	0.000592906787695021	0.000860152571812109	0.00211864406779661	165
canarito11	0.000582609553984126	0.000297287081857086	0.00275423728813559	166
mv_status05_delta1	0.00058075416578657	0.00022961999273282	0.000635593220338983	167
mcomisiones_otras	0.000579365819955284	0.00456345533947764	0.00190677966101695	168
canarito6	0.000576684547011307	0.000619317644927148	0.00254237288135593	169
canarito8	0.00057426824285616	0.000451946016348232	0.00275423728813559	170
cprestamos_personales_lag2	0.000559588484718472	0.00059945710464252	0.0010593220338983	171
mtransferencias_emitidas_delta1	0.000556486902398754	0.000744070088345918	0.00233050847457627	172
canarito66	0.000555940104291175	0.000931204841929095	0.00275423728813559	173
mvr_msaldopesos_lag1	0.000554002084962089	0.00348862384355885	0.00211864406779661	174
cproductos_lag2	0.000553040257453562	0.000793934534983288	0.00211864406779661	175
mvr_mpagospesos	0.000550143336562482	0.000980192551043172	0.00190677966101695	176
Master_mfinanciacion_limite_delta2	0.000545233648835626	0.0114950883215639	0.00233050847457627	177
mcaja_ahorro_lag2	0.000544303842430954	0.000290882027173018	0.00211864406779661	178
Master_fultimo_cierre	0.000543092525844252	0.000936051252127306	0.00190677966101695	179
mtransferencias_recibidas_lag1	0.00054158123022294	0.00178293099198954	0.00211864406779661	180
ccomisiones_otras	0.000541354608396453	0.00773221610995458	0.00211864406779661	181
canarito26	0.000541076264303436	0.000377313734677794	0.00254237288135593	182
Visa_Fvencimiento_delta2	0.000534282693577902	0.00147305298514514	0.00148305084745763	183
Visa_mconsumospesos	0.000531594867272034	0.000773294672455732	0.00211864406779661	184
Visa_msaldopesos_delta2	0.000530543842631009	0.000857132698120762	0.00233050847457627	185
Visa_cconsumos_delta2	0.000523272931850486	0.000868201509352354	0.00169491525423729	186
mpayroll_lag2	0.000518830368643906	0.00121855556518884	0.00169491525423729	187
ccomisiones_otras_lag1	0.00051663363370978	0.00415389714699868	0.00190677966101695	188
mv_mpagominimo_lag1	0.00051204444772027	0.00129990950120454	0.00169491525423729	189
canarito41	0.000508126159784453	0.000314237340640778	0.00233050847457627	190
mactivos_margen_delta1	0.000501161282156854	0.000753616785821791	0.00190677966101695	191
Master_mfinanciacion_limite_lag2	0.000498121103637335	0.00047043056579769	0.00190677966101695	192
cliente_antiguedad_lag2	0.000491974464114029	0.0012591290294613	0.00148305084745763	193
canarito47	0.000488840247695177	0.000531692600237888	0.00211864406779661	194
canarito32	0.000479804940598659	0.000463855034372982	0.00211864406779661	195
canarito25	0.00047850658184224	0.000476579905370797	0.00169491525423729	196
mvr_msaldopesos2	0.000477955985691753	0.000798780945181499	0.00211864406779661	197
Visa_msaldopesos_lag2	0.000469703404050404	0.000659501448078143	0.00190677966101695	198
mpasivos_margen_lag1	0.000467747554142173	0.00107799749253068	0.00190677966101695	199
Visa_fultimo_cierre	0.000466172251070614	0.000466899261884421	0.00169491525423729	200
mtransferencias_emitidas_lag1	0.000464385730048757	0.00114662655754856	0.00211864406779661	201
canarito31	0.000463681638616734	0.000383280420600215	0.00211864406779661	202
ctrx_quarter_lag2	0.000463269980689814	0.000408377032204518	0.00169491525423729	203
canarito55	0.000458769991832803	0.00133513730196691	0.00233050847457627	204
cliente_antiguedad	0.000458280821600902	0.00212342175068897	0.00169491525423729	205
canarito12	0.000445939880591535	0.000130487768050321	0.00190677966101695	206
canarito63	0.000442297156151598	0.0001737279756228	0.00211864406779661	207
Visa_msaldopesos_lag1	0.000439568802642449	0.000494747855159065	0.00148305084745763	208
canarito13	0.000433724616253251	0.000784314776047141	0.00211864406779661	209
ctarjeta_debito_trx_delta2	0.000433109889421507	0.000611317415027086	0.00169491525423729	210
mtarjeta_master_consumo	0.000433097992889436	0.0020832988320882	0.00127118644067797	211
canarito51	0.000431513396935852	0.000349513849043333	0.00169491525423729	212
mtarjeta_visa_consumo_delta1	0.000427015825302489	0.000260902474640367	0.000423728813559322	213
Visa_msaldopesos	0.000426964267343972	0.000872268597307637	0.00169491525423729	214
ccomisiones_otras_lag2	0.000426950010464103	0.00118348606425707	0.00169491525423729	215
Visa_fultimo_cierre_lag2	0.000424403934576635	0.000397563936083886	0.00211864406779661	216
Visa_fechaalta_lag1	0.000424271811975824	0.00102270214401291	0.00190677966101695	217
canarito2	0.000421705560960261	0.00110207124369114	0.00190677966101695	218
cliente_antiguedad_lag1	0.000414042402716701	0.000177478463916893	0.00169491525423729	219
mvr_msaldopesos2_delta2	0.000409162773876857	0.000672555095647193	0.00169491525423729	220
mpasivos_margen_delta1	0.00040549809219884	0.000824462048467999	0.00148305084745763	221
Visa_cconsumos_delta1	0.000405330706570693	0.000913572676182841	0.00169491525423729	222
canarito42	0.000405284889913312	0.000304483635694128	0.00169491525423729	223
canarito33	0.0004031135658453	0.000262972549348146	0.00190677966101695	224
mvr_Master_mlimitecompra	0.00040181521024865	0.000723137979977263	0.00169491525423729	225
mtransferencias_emitidas	0.000399937713144081	0.000631872039184322	0.00169491525423729	226
canarito43	0.000395497971611642	0.00041525698638037	0.00190677966101695	227
Master_Fvencimiento_lag2	0.000390208204693995	0.00119087744865484	0.00148305084745763	228
mcomisiones_mantenimiento_lag2	0.000390120072403809	0.00109366917575957	0.00190677966101695	229
mv_mpagospesos_lag1	0.000388828232251817	0.000222386908165641	0.000423728813559322	230
mv_mpagominimo_delta2	0.000387344436104242	0.000502601962138577	0.00127118644067797	231
mcomisiones_otras_lag2	0.000384746097629664	0.000509908108166031	0.00127118644067797	232
Visa_mconsumospesos_lag2	0.000384715776481786	0.000387761523497053	0.00127118644067797	233
mrentabilidad_delta1	0.000378572615864672	0.000107047216212241	0.0010593220338983	234
cmobile_app_trx_delta1	0.000377842971376907	0.000248019303811957	0.00127118644067797	235
mcaja_ahorro_dolares_lag1	0.000370064971311794	0.0013308753834509	0.00169491525423729	236
mvr_mpagominimo_lag2	0.000370049121908109	0.000878125691039645	0.00127118644067797	237
Visa_mfinanciacion_limite_lag2	0.000367058678160121	0.000475983236778555	0.00148305084745763	238
Visa_mpagominimo_delta1	0.000366024254947915	0.000126225849534306	0.00148305084745763	239
canarito50	0.00036116429251328	0.000940349701373458	0.00148305084745763	240
mvr_Visa_mlimitecompra_lag2	0.000357182477412176	0.000297238374216903	0.00169491525423729	241
ccaja_ahorro_delta1	0.000356161129326056	0.0074351725662984	0.00148305084745763	242
mvr_Visa_mlimitecompra	0.000354771554344445	0.000615993348484657	0.00148305084745763	243
mv_msaldopesos_lag2	0.000353274281780062	0.000617673762070971	0.00127118644067797	244
canarito49	0.000352287571086922	0.000218806896612189	0.00169491525423729	245
canarito56	0.000348757723091926	0.000104928433864279	0.00127118644067797	246
Master_fultimo_cierre_lag2	0.00034813242367152	0.000142847331746763	0.00127118644067797	247
canarito39	0.000347725786618296	0.000322858592953173	0.00169491525423729	248
ccaja_seguridad_lag1	0.000346794327654189	0.000276951642080674	0.000635593220338983	249
canarito19	0.000343846288012549	0.000245072491580884	0.00148305084745763	250
mcuenta_debitos_automaticos_delta2	0.000343227741019512	0.000445687084584714	0.000847457627118644	251
mcaja_ahorro_dolares	0.000342754180048815	0.000286741877757461	0.00127118644067797	252
mv_Fvencimiento_delta2	0.0003409336093511	0.000915654927800665	0.00127118644067797	253
canarito36	0.000339648919757428	0.000829698119787674	0.00169491525423729	254
mplazo_fijo_dolares	0.000336712887239792	0.00244132434125352	0.00127118644067797	255
mv_Fvencimiento_lag2	0.000334442204220652	0.00038392579683264	0.00148305084745763	256
canarito30	0.000333112800729145	0.000449364511418532	0.00169491525423729	257
Visa_mpagospesos	0.000332537814318084	0.000447209198340433	0.00148305084745763	258
canarito48	0.000326541159572428	0.000387517985296138	0.00169491525423729	259
cmobile_app_trx	0.000326053199532236	0.000382208852516188	0.0010593220338983	260
ctrx_quarter_normalizado_delta1	0.000324441331608318	0.000474692484313705	0.00148305084745763	261
canarito68	0.000322460320455761	0.000471149003490389	0.00169491525423729	262
Visa_mlimitecompra_lag2	0.000321815417825535	0.00129965378609358	0.0010593220338983	263
mv_fechaalta_lag1	0.000321246574006333	0.000520782088836891	0.00127118644067797	264
canarito15	0.00031994637626408	0.000201661807267764	0.00148305084745763	265
canarito16	0.000317992333743988	0.000244061808047087	0.00148305084745763	266
Master_status	0.000317818044019539	0.000241626426037935	0.000423728813559322	267
mprestamos_prendarios_lag1	0.00031744246434048	0.00718811523838006	0.00148305084745763	268
canarito24	0.000317077747948875	0.000413442626783552	0.00148305084745763	269
Visa_mconsumospesos_lag1	0.000316911079588399	0.000148546125648177	0.00127118644067797	270
canarito61	0.000316382816688559	0.000265968069219402	0.00127118644067797	271
mv_Fvencimiento_lag1	0.000313505641196926	0.000108958991089424	0.00127118644067797	272
mplazo_fijo_dolares_delta2	0.000312840493923676	0.00660255198809975	0.00127118644067797	273
mvr_mpagospesos_delta1	0.000309110411337075	0.000233650549957965	0.0010593220338983	274
cproductos_lag1	0.000306921509471476	0.000357367956022846	0.0010593220338983	275
mcomisiones_lag1	0.000306854162144894	0.000249541417567677	0.00148305084745763	276
mv_Fvencimiento	0.000304004688352245	0.000284610918499454	0.00127118644067797	277
Master_mfinanciacion_limite_lag1	0.000302729888837029	0.000547084214535724	0.00127118644067797	278
Visa_mpagospesos_delta2	0.000298200732147998	0.000116252960206832	0.000847457627118644	279
mvr_msaldopesos	0.000292727297310101	0.000594440217703669	0.0010593220338983	280
mv_cconsumos_lag2	0.000291047026696597	0.000333099374301654	0.0010593220338983	281
canarito53	0.000289161124605225	0.000168638027223674	0.00127118644067797	282
canarito17	0.000288698316330051	0.000329555893478339	0.0010593220338983	283
canarito52	0.000286020768754284	0.000227866517686231	0.00148305084745763	284
canarito9	0.000282721909387188	0.000161685011587548	0.00127118644067797	285
canarito60	0.000282135355060081	0.00011565629161459	0.0010593220338983	286
Visa_Fvencimiento_lag1	0.000276280321182276	0.000246716374437061	0.00127118644067797	287
canarito46	0.000272417989604085	0.000304702820074951	0.00127118644067797	288
canarito7	0.000267886197667312	0.000172729468999048	0.00127118644067797	289
Visa_mpagospesos_lag1	0.000267497931513813	0.000201832284008405	0.00127118644067797	290
canarito28	0.000266753856358858	0.000354128897950675	0.00127118644067797	291
ctrx_quarter_lag1	0.000263282239755509	0.000313263187837118	0.000847457627118644	292
canarito5	0.000255388904944803	0.000159578406149632	0.00127118644067797	293
mcomisiones_delta1	0.000254839996111216	0.00236609539099084	0.00127118644067797	294
canarito34	0.000252163181601967	0.000635939127139605	0.0010593220338983	295
canarito27	0.000250891090009191	0.000270911894697979	0.00127118644067797	296
canarito21	0.000250718512879797	0.000102359105844625	0.00127118644067797	297
mtransferencias_recibidas_delta2	0.000249114215763539	4.89390014738932e-05	0.000847457627118644	298
tmobile_app_lag1	0.000247962245967109	5.54658252584184e-05	0.000423728813559322	299
cpayroll_trx_lag2	0.000246726529640524	8.89279740641558e-05	0.000423728813559322	300
canarito59	0.000246527543157862	0.00053567444982285	0.0010593220338983	301
mpayroll_delta1	0.000244196739204928	0.0019137475366111	0.0010593220338983	302
canarito64	0.00023952190766381	7.46566354905298e-05	0.000847457627118644	303
Master_mpagospesos_lag1	0.000234093588014471	0.000189691904692786	0.0010593220338983	304
mcomisiones_delta2	0.000232980758282523	0.000393655147959199	0.0010593220338983	305
mcuenta_debitos_automaticos_lag2	0.000230100135482393	0.000277377833932275	0.000847457627118644	306
Visa_mpagospesos_lag2	0.000227728662136552	0.000166689721616353	0.0010593220338983	307
canarito18	0.00022768856150215	0.000205071342080576	0.000847457627118644	308
canarito58	0.000226289933780994	8.33387723531538e-05	0.0010593220338983	309
mvr_mpagospesos_lag2	0.000223323042954669	0.000588692716162072	0.000847457627118644	310
mv_msaldototal_lag2	0.000220325097913947	0.000141373925631227	0.000847457627118644	311
canarito44	0.000220315065645865	0.000161599773217227	0.0010593220338983	312
mcomisiones_otras_delta2	0.000220010053098483	0.000344740500305397	0.0010593220338983	313
Visa_mconsumospesos_delta2	0.000218992136522012	0.000908312251043074	0.0010593220338983	314
thomebanking_delta2	0.000218557775651418	0.000165727745722739	0.000635593220338983	315
ctarjeta_debito_trx	0.000218461462718063	0.000557641595545394	0.000635593220338983	316
canarito29	0.000218408719845993	0.000257419878367281	0.000847457627118644	317
mv_fultimo_cierre_delta2	0.000217969101118993	6.53778300356637e-05	0.0010593220338983	318
mprestamos_personales_delta1	0.000213261101477699	0.000130585183330687	0.000635593220338983	319
ccaja_ahorro_lag2	0.000209656389064541	0.000597983698526984	0.000847457627118644	320
mtarjeta_master_consumo_delta2	0.000208467895492754	0.0010954591815363	0.000635593220338983	321
ctarjeta_debito_trx_lag2	0.000207387582948469	0.000610708569524799	0.000847457627118644	322
canarito62	0.00020507064406399	0.000182056982094097	0.0010593220338983	323
canarito65	0.000203469383486197	7.08330857361624e-05	0.0010593220338983	324
mv_status04_delta1	0.000201945625734078	0.000716331087261686	0.000423728813559322	325
canarito37	0.00020131138416606	0.000384802534355934	0.000847457627118644	326
mdescubierto_preacordado_lag1	0.00019697947292671	0.000136941530374572	0.000635593220338983	327
mautoservicio_delta2	0.000196602423954846	0.00211483702910671	0.0010593220338983	328
mrentabilidad_lag1	0.000189151036621244	0.00018210568973428	0.000847457627118644	329
Visa_mpagominimo_lag2	0.000185157574609857	0.000582287661478004	0.000635593220338983	330
mv_msaldototal_delta2	0.000176757554965053	0.000106012178858351	0.000847457627118644	331
cmobile_app_trx_lag2	0.00017436540724754	0.000159237452668351	0.000635593220338983	332
Visa_status_delta2	0.000160680584682934	0.000150567492715772	0.000211864406779661	333
Master_msaldopesos_delta2	0.00016066316487382	0.000142908216296992	0.000635593220338983	334
mcuenta_debitos_automaticos_lag1	0.000154300899521799	0.000314395640471373	0.000423728813559322	335
canarito38	0.000153629619135999	0.000355626657886303	0.000847457627118644	336
internet_delta2	0.000151744364797369	0.000132119473996452	0.000635593220338983	337
thomebanking_lag2	0.000148736213701245	0.000108739806708601	0.000635593220338983	338
ctransferencias_emitidas_lag1	0.00014776216736416	0.00036975187353938	0.000635593220338983	339
mvr_Master_mlimitecompra_lag2	0.000144407515947452	7.80539933932957e-05	0.000635593220338983	340
canarito57	0.000143349779956062	7.41086745384708e-05	0.000635593220338983	341
mv_msaldopesos_delta2	0.000142384745281518	0.000125069043079959	0.000635593220338983	342
