Feature	Gain	Cover	Frequency
mrentabilidad_annual_tend6	0.00433456052648131	0.0100402765032906	0.0113643391675428
ctrx_quarter_tend6	0.00432434898041942	0.00805095923846376	0.0110705671346404
Visa_cconsumos_tend6	0.00426319180102101	0.00873838085816008	0.0124311954975571
mv_mpagominimo_tend3	0.00418883632516489	0.0121592044914666	0.00786999814459769
mrentabilidad_annual	0.00402516065422543	0.00770259107571698	0.0117508813160987
mrentabilidad_annual_rank	0.00398082496493943	0.00770877677044427	0.0109314119611602
mrentabilidad_annual_min3	0.00396489953865673	0.00716701250189089	0.010390252953182
Master_mfinanciacion_limite_min3	0.00391237686234059	0.0101811321425274	0.0122765786381347
Visa_cconsumos_avg6	0.00384903428203708	0.0111579988970351	0.0111478755643515
cliente_edad_rank	0.003841782000614	0.00823982593250036	0.0108231801595646
cliente_edad_avg6	0.00384060801839591	0.00881416356866838	0.0113952625394273
numero_de_cliente	0.00377001179236414	0.00732888361779328	0.0119518832333478
mrentabilidad_tend6	0.00374824426908783	0.00692653539193952	0.0104830230688354
mactivos_margen_tend6	0.00372678271734667	0.00705779470698736	0.00977178551549261
mcuenta_corriente_delta2	0.00370476318935932	0.00765460191142242	0.00701960541777475
ctrx_quarter_normalizado_tend6	0.00370383959655077	0.00650017668374042	0.00865854412765168
mcuentas_saldo_delta1	0.00367237781798575	0.0104412710676312	0.00980270888737708
cliente_edad_lag2	0.00366449292895934	0.00776145079867782	0.0100346341765106
mrentabilidad_annual_delta1	0.00364187083302235	0.00599954556198575	0.00889046941678521
mv_status04_rank	0.00361234421963415	0.0052316829914296	0.0085348506401138
mcuenta_corriente_avg6	0.00357873155146584	0.00627487634981718	0.00906054796214979
Visa_Finiciomora_rank	0.00357267664685203	0.00796283531189999	0.0110087203908714
mcuenta_corriente_min3	0.00356989518161096	0.00646853262723675	0.00867400581359392
mcomisiones_mantenimiento	0.00349097411092612	0.00960209958462071	0.00470035252643948
mv_fechaalta_delta2	0.00349021546037051	0.00423398209646868	0.00315418393221597
Visa_mfinanciacion_limite_min3	0.00341851840597711	0.00634983506029378	0.00986455563114602
Master_Fvencimiento_tend6	0.00341026711269085	0.00558430175782221	0.00870492918547839
Master_mfinanciacion_limite_rank	0.00340109679866845	0.0052803438096721	0.0100037108046261
mcomisiones_mantenimiento_avg6	0.00338121050070747	0.00736148996907459	0.00654029315356547
ctrx_quarter_delta1	0.00322991076190398	0.00785185814159222	0.00819469354938463
Visa_Finiciomora	0.00321074630258158	0.00828927880246962	0.0010977797018987
ccomisiones_otras_tend6	0.00316068215035889	0.00690653619677057	0.00913785639186097
internet_rank	0.003134061721646	0.00556958068886601	0.00901416290432309
mtarjeta_visa_consumo_delta2	0.00308440456760546	0.00723338909895171	0.00635475292225864
mtransferencias_emitidas_avg6	0.00307042249243926	0.00762406554406565	0.00805553837590451
chomebanking_trx_delta1	0.00294993090240952	0.0107366739696794	0.00700414373183252
mtransferencias_recibidas_tend6	0.00275610728119065	0.00736077113221333	0.00805553837590451
ctarjeta_visa_trx_tend3	0.00253302351689298	0.00680982527579999	0.00570536211268477
ccaja_ahorro	0.00203781469561219	0.00689835476834597	0.00102047127218752
cmobile_app_trx_delta2	0.00201480335074588	0.0100822315793976	0.00630836786443194
mv_Finiciomora_lag1	0.00132957284754008	0.00520525419989052	0.00100500958624528
internet	0.000753885949106729	0.0012099108546595	0.00115962644566764
