Feature	Gain	Cover	Frequency
mactivos_margen_lag1	0.00246464951457786	0.00393145094095897	0.00529973838155871
ccomisiones_otras_mean6	0.00245662790684621	0.00657780152815307	0.00425551026824311
mactivos_margen_mean6	0.00242184122144416	0.00276458697362322	0.00362672774839717
mv_msaldototal	0.00240653688985906	0.00204811771831314	0.00266109745006232
mpayroll_mean6	0.00238267925623738	0.00235048315313231	0.00196494537451859
cpayroll_trx_mean6	0.00235723188165035	0.00356029129804555	0.00188634755953785
mv_fultimo_cierre_mean6	0.00234618120306453	0.00355533201671873	0.00505271667733351
mprestamos_personales_lag1	0.00234282520503752	0.00493946006741677	0.00163932585531265
mv_msaldototal_mean6	0.00228987636970827	0.00228579009963532	0.00259372789436454
ccomisiones_mantenimiento_delta1	0.00228234161084799	0.00397771638173878	0.000774749890524472
mv_status02	0.00225768084911209	0.000821119410246714	0.000381760815620754
mrentabilidad_delta1	0.00223710253826158	0.00212811152427763	0.00412077115684755
Visa_fultimo_cierre_mean6	0.00220472471928567	0.00383404348139245	0.00462604282458091
chomebanking_trx_mean6	0.00216237152767186	0.00251176246873261	0.0045362167503172
mcomisiones_mantenimiento_mean6	0.00215085510395635	0.00326828274435721	0.00368286904481198
mrentabilidad_mean6	0.00213056497361411	0.00227079736460406	0.0037390103412268
mv_status05	0.00212903743068882	0.000120314181964806	0.000190880407810377
mv_mpagominimo	0.00207772764057904	0.00262420506359915	0.00288566263572158
Visa_cconsumos	0.00207304121804686	0.00142167280480403	0.00238039096798823
mvr_msaldototal	0.00205202945928769	0.00208564469166127	0.00243653226440305
ctarjeta_visa_debitos_automaticos_mean6	0.00202860361853766	0.00292960070429192	0.00313268433994678
Master_fechaalta_lag1	0.00201491437827736	0.00285745085686347	0.00528851012227574
numero_de_cliente	0.00200962060634433	0.00260573541534672	0.005209912307295
mvr_mpagominimo_mean6	0.0020034619654455	0.00341285225081678	0.00473832541741054
mv_Finiciomora_lag1	0.00200345866247359	0.00265293630635695	0.000684923816260765
mactivos_margen_delta1	0.00200333672962671	0.00339821148360785	0.00415445593469644
Visa_Fvencimiento	0.00197906555104411	0.0022783681377526	0.00479446671382536
cproductos	0.0019784366381512	0.0023286854941079	0.00235793444942231
Visa_fechaalta	0.00196346854789933	0.00226708073029353	0.00510885797374833
mvr_mpagominimo	0.00195568299155081	0.0027269962630969	0.00250390182010083
mv_fechaalta_mean6	0.00194042807594161	0.00296342873290401	0.00531096664084167
thomebanking_mean6	0.00192584936386514	0.00297521081016521	0.00256004311651565
mpasivos_margen_delta1	0.00190928343811121	0.00224378757275766	0.00370532556337791
mcomisiones_otras	0.00190901230711426	0.00261208378418793	0.0038625211933394
mrentabilidad_annual_mean6	0.00190211022677082	0.00328003245152076	0.00437902112035571
mcomisiones_mantenimiento	0.00189494395894042	0.00563356532376862	0.0023916192272712
mtarjeta_visa_debitos_automaticos_mean6	0.0018736418098345	0.00249452306655764	0.00372778208194384
Visa_status	0.00185012658216252	0.000810021208287994	0.000314391259922974
ccallcenter_trx	0.00184923081802139	0.00401150091588164	0.00128002155825782
mcomisiones_otras_mean6	0.00179469164283386	0.00233635547476699	0.00317759737707863
ctransferencias_recibidas_mean6	0.0017862539692564	0.00246597218451296	0.00378392337835865
mv_mpagominimo_mean6	0.00177882681395013	0.00229774113968792	0.00315514085851271
ccaja_ahorro	0.001764744406749	0.00388859302285297	0.000729836853392619
Visa_mpagospesos_mean6	0.00176013906962696	0.00262624164424993	0.00400848856401792
cliente_antiguedad_mean6	0.00175810044727728	0.00247631265263653	0.00463727108386387
mv_Fvencimiento	0.00175628586163128	0.00180631473016399	0.00454744500960016
mrentabilidad_lag1	0.00175208152085407	0.00180200513037453	0.00414322767541348
cproductos_mean6	0.00172916151265924	0.00357260625094243	0.00397480378616903
Master_fultimo_cierre_mean6	0.00172627509704747	0.00203734941780033	0.00341339082202086
Visa_fechaalta_mean6	0.00171787707264718	0.00220267964595901	0.0040758581197157
Visa_mconsumospesos_mean6	0.00171642948018995	0.0021017984645894	0.00443516241677053
chomebanking_trx	0.00169690094929449	0.0039885196054837	0.00362672774839717
mvr_msaldopesos_mean6	0.00168697273021368	0.00208953958946731	0.00355935819269939
chomebanking_trx_delta1	0.00168573103539854	0.00576898038424586	0.00353690167413346
ctransferencias_emitidas_mean6	0.00167553256944824	0.00286184243050585	0.00372778208194384
mvr_mconsumototal	0.00166835921010956	0.00101292236018091	0.00189757581882081
mv_cconsumos	0.00165499080676768	0.00079271387449965	0.00142598892893635
Visa_mfinanciacion_limite	0.00164810868898831	0.00207854123330275	0.00348076037771864
mtransferencias_emitidas_mean6	0.00163627612982136	0.00279471888418386	0.00318882563636159
mcaja_ahorro_dolares_mean6	0.00162903041292726	0.00199465681515078	0.00389620597118829
mcomisiones_otras_lag1	0.00161818873145393	0.0013634290601429	0.00337970604417197
mv_fechaalta_lag1	0.00160876153212298	0.00227398103209552	0.00403094508258385
cliente_antiguedad	0.00159721762987027	0.00267015610410657	0.00449130371318535
tcallcenter	0.00159174760213667	0.00185536627892609	0.000797206409090399
mv_Fvencimiento_lag1	0.00159117949225459	0.00180335072341968	0.00427796678680904
Visa_Fvencimiento_lag1	0.0015838584544108	0.00173867736553141	0.00417691245326237
mv_status04	0.00156548818843022	0.000489813193277072	0.000426673852752608
Visa_mlimitecompra_mean6	0.00155323292589403	0.00161898687784246	0.00342461908130383
mautoservicio_mean6	0.00154913518588334	0.00167172013768298	0.00354812993341642
Visa_msaldopesos_mean6	0.0015417666248488	0.0023052532819272	0.00384006467477347
mcaja_ahorro_dolares	0.00153821548150804	0.00324764512021255	0.00285197785787269
mv_fechaalta	0.00152636349248117	0.00214326091234485	0.00424428200896015
mcuenta_debitos_automaticos	0.00152286040917966	0.00543921106303932	0.00186389104097192
Visa_cconsumos_mean6	0.00150539331247165	0.00206997327877982	0.0036154994891142
Visa_msaldototal	0.00150124569444677	0.0018507209419548	0.00317759737707863
mpayroll_sobre_edad_mean6	0.00148099955853912	0.00250061420710175	0.00221196707874378
ccomisiones_mantenimiento	0.00147298838131757	0.00546190113374177	0.00151581500320005
mcomisiones_lag1	0.00146457491604055	0.00149380231834016	0.00369409730409495
mpasivos_margen_mean6	0.00145607802542256	0.00229096439135724	0.0037390103412268
Visa_mpagospesos_lag1	0.00143949908656554	0.00161985795261107	0.00297548870998529
cmobile_app_trx_mean6	0.00142881006053914	0.00207670142637234	0.00385129293405643
Visa_mpagominimo_mean6	0.00142378560830891	0.00213756249859111	0.00314391259922974
mv_mpagospesos_mean6	0.00141922991258516	0.00231907175747242	0.00376146685979273
mpagomiscuentas	0.0014095512089077	0.0029731525278715	0.00198740189308452
Master_fechaalta	0.0014053179586236	0.00333749821963779	0.00454744500960016
Master_mfinanciacion_limite	0.00139795094590832	0.00187638796744063	0.0035256734148505
Master_Fvencimiento	0.00138100675457931	0.00160548198191926	0.00359304297054828
Master_Fvencimiento_lag1	0.00138064143128885	0.00174326361567656	0.00369409730409495
Master_mlimitecompra_mean6	0.00137634075573956	0.00193193469027554	0.00372778208194384
Visa_fechaalta_lag1	0.00136644462302378	0.0023412534808667	0.00401971682330088
Visa_mconsumototal_mean6	0.00135514193890859	0.00142465969857513	0.00328987996990827
mv_msaldopesos_mean6	0.00135092725587921	0.00160293814816079	0.00202108667093341
cprestamos_personales_delta1	0.00134774133865938	0.00275593768353099	0.000415445593469644
thomebanking	0.00134533195822522	0.0027512580616112	0.000808434668373362
ccallcenter_trx_mean6	0.00133431295023249	0.00197465428320369	0.00278460830217491
Visa_Fvencimiento_mean6	0.00133385389743794	0.00144695649538698	0.00394111900832014
mpayroll_delta1	0.0013326760398395	0.00430723722825209	0.00216705404161193
Visa_msaldopesos_lag1	0.00131497506106628	0.00160130933955704	0.0024814453015349
Master_fechaalta_mean6	0.00131058792953501	0.00207568737607383	0.00399726030473496
cliente_antiguedad_lag1	0.00130561926553719	0.00221689212486184	0.00394111900832014
mvr_mconsumospesos_mean6	0.00130436367648267	0.00144325417686611	0.00333479300704012
Visa_mfinanciacion_limite_mean6	0.00130052384396033	0.00154611121075965	0.0035256734148505
mvr_msaldototal_mean6	0.00130014876689862	0.00124052043764724	0.00293057567285344
Master_mfinanciacion_limite_mean6	0.00129873143287865	0.00199817849940842	0.00359304297054828
ccaja_ahorro_mean6	0.00129822147797962	0.00175835391691765	0.000707380334826692
Visa_mlimitecompra	0.00128694153804584	0.00142099285038662	0.00284074959858973
cproductos_lag1	0.00128129889417882	0.00171917606858934	0.00163932585531265
ccaja_seguridad_mean6	0.00127709535345056	0.00112730789037348	0.000325619519205938
ccomisiones_otras	0.00123894444045584	0.00207346195465619	0.00196494537451859
mv_mfinanciacion_limite	0.00121614386220204	0.00144831886617289	0.00304285826568307
Master_Fvencimiento_mean6	0.00121577103623674	0.00116886991037298	0.00334602126632308
Master_mlimitecompra_lag1	0.00120997393859852	0.00220429705664106	0.00333479300704012
tmobile_app_delta1	0.001206051094524	0.0010998195681821	0.00206599970806526
mpayroll_sobre_edad_delta1	0.00120209851748603	0.00564083738018504	0.00163932585531265
mvr_Visa_mlimitecompra_mean6	0.00118217920707486	0.00167555047766046	0.0034021625627379
mtarjeta_visa_consumo_lag1	0.00115832857077379	0.00159406472933609	0.00270601048719417
Master_mlimitecompra	0.00115443878955717	0.00171800518288813	0.00316636911779567
mcomisiones_delta1	0.00114895379959644	0.00239530926435884	0.00321128215492752
Master_mfinanciacion_limite_lag1	0.00112686842559695	0.00300574392756997	0.00303163000640011
mv_mlimitecompra	0.00109853189860369	0.00131174541211662	0.00275092352432602
Visa_mconsumospesos_lag1	0.00109781289949672	0.00114751412597734	0.00269478222791121
Master_mpagominimo_mean6	0.00109676199377346	0.00162863307575896	0.00256004311651565
ctarjeta_debito_trx_mean6	0.00107998695520381	0.00253304959204788	0.00334602126632308
cextraccion_autoservicio_mean6	0.00106832231076342	0.00158902292705611	0.00317759737707863
ccaja_ahorro_delta1	0.00106722670099284	0.00646108042702747	0.000516499927016315
Visa_mpagominimo_delta1	0.00105404289365142	0.00176442946510486	0.00242530400512009
chomebanking_trx_lag1	0.00103877684547532	0.00131040702255799	0.00324496693277641
Master_status	0.00103290038833108	0.000114208725631038	0.00016842388924445
Visa_mconsumototal	0.00101215282847568	0.00109236386845112	0.00278460830217491
mcomisiones_otras_delta1	0.00101212502425435	0.00158184834566613	0.00275092352432602
Visa_mfinanciacion_limite_lag1	0.00100937547706871	0.00121490365420031	0.00241407574583712
ccajas_trx_mean6	0.00100885666650816	0.00265589210659763	0.00250390182010083
mcaja_ahorro_dolares_lag1	0.0010038731610181	0.00134305869446645	0.00221196707874378
mv_mlimitecompra_mean6	0.000995909025960296	0.00147881313946046	0.00258249963508157
mvr_mpagospesos_mean6	0.000994675195570978	0.00123263088742437	0.00273969526504306
mvr_msaldopesos2_mean6	0.000986399774455657	0.00131763476385481	0.003065314784249
mtransferencias_recibidas_lag1	0.000972501406312253	0.00247174637165021	0.002144597523046
ctarjeta_visa_trx_mean6	0.00097129458127349	0.00134688502237549	0.00275092352432602
Visa_mlimitecompra_lag1	0.000961320680821296	0.00103855993343704	0.00252635833866676
Visa_fultimo_cierre	0.000954529663228472	0.00111540672762628	0.00258249963508157
ctarjeta_visa_trx_lag1	0.000952954926243323	0.00190725226285853	0.00315514085851271
mvr_Master_mlimitecompra	0.000933398323178889	0.00143274492831789	0.00249267356081787
internet	0.000930551494589126	0.000874964286595566	0.00149335848463413
mcomisiones_mantenimiento_lag1	0.000927260604065745	0.00443361993728434	0.00184143452240599
mv_mfinanciacion_limite_lag1	0.000922675085421175	0.0012967836794324	0.00244776052368601
Visa_delinquency_mean6	0.000916413709237436	0.00229562358820133	0.000842119446222252
cextraccion_autoservicio	0.000915769376372835	0.00126614980439975	0.000774749890524472
tmobile_app_mean6	0.000912568020548522	0.00112334779645527	0.00241407574583712
tcallcenter_mean6	0.00090952301929198	0.00260240804285836	0.0015944128181808
mtransferencias_recibidas_delta1	0.000909017707133819	0.0023308722537751	0.00267232570934528
Visa_msaldototal_mean6	0.000896053548193441	0.00139163536021851	0.00220073881946082
tpaquete7_mean6	0.000895588592205881	0.00313796109594945	0.000538956445582241
Visa_mconsumosdolares_mean6	0.000894744404614723	0.000881197582019212	0.00235793444942231
Visa_mpagosdolares_mean6	0.000890658967636965	0.00109708962915798	0.00217828230089489
ccomisiones_otras_lag1	0.000887858672858592	0.00137564927351455	0.00236916270870527
mvr_msaldopesos2	0.000887145954029101	0.00118715974501255	0.00242530400512009
mextraccion_autoservicio_lag1	0.000873839654579411	0.000749273385819311	0.0013473911139556
Visa_msaldototal_lag1	0.000869824349202972	0.00117676648171562	0.00217828230089489
Visa_mpagado_mean6	0.000869457800054395	0.00161870730961881	0.00169546715172747
mv_Finiciomora_mean6	0.000863067609348761	0.00165438052498036	0.000830891186939289
Visa_delinquency	0.000862172214919348	0.00064735818499235	0.000235793444942231
mautoservicio_lag1	0.000846616591219794	0.00124489505118213	0.00261618441293046
cprestamos_personales_lag1	0.000843810587873099	0.00150047995034366	0.000572641223431132
mv_mconsumosdolares_mean6	0.000839315257546581	0.0012071835226857	0.00247021704225194
mpagomiscuentas_mean6	0.000827706759364694	0.00126424762804175	0.00230179315300749
mv_mpagominimo_delta1	0.000821985721958057	0.00146071159848751	0.00149335848463413
ccajas_consultas_mean6	0.000811353365646286	0.00274128305644927	0.00174038018885932
mvr_mpagominimo_lag1	0.000810576862076947	0.00136754927206527	0.00243653226440305
Master_msaldopesos_mean6	0.000810237830914024	0.00125130706601816	0.00234670619013934
mv_mpagospesos_lag1	0.00080833758803119	0.00122869823970163	0.00204354318949933
mtransferencias_emitidas	0.000806419766317541	0.00242942525006496	0.00224565185659267
mv_mlimitecompra_lag1	0.000789727772517095	0.00103096162290965	0.00203231493021637
cmobile_app_trx_lag1	0.000786608521182797	0.00141824303338705	0.00279583656145788
mv_mpagominimo_lag1	0.000784735905631662	0.000977511023468522	0.00207722796734822
mv_mfinanciacion_limite_mean6	0.000784233167169699	0.000973763477994321	0.00195371711523563
mv_status02_mean6	0.000772584534778254	0.000685875045044974	0.000606326001280022
matm_mean6	0.000769887824765635	0.00133301037787209	0.002144597523046
Visa_cconsumos_lag1	0.000769077106686217	0.00118564746876033	0.00224565185659267
Master_msaldopesos	0.000763785260493482	0.0016924967252891	0.00175160844814228
mv_fultimo_cierre	0.000760525222099791	0.000922160436070362	0.00233547793085638
mvr_mpagospesos	0.000756897385936843	0.000960887200249159	0.00165055411459561
mvr_mconsumospesos	0.000755860422647811	0.000899556898389514	0.00209968448591415
Visa_mpagominimo_lag1	0.00075277903215597	0.00108910661597711	0.00209968448591415
cpagomiscuentas_mean6	0.000747257980884227	0.00131439328610444	0.00230179315300749
mvr_mpagominimo_delta1	0.000745850341917043	0.00177331792918621	0.0014709019660682
mtarjeta_visa_debitos_automaticos_delta1	0.00074502831903208	0.00242094209607954	0.00145967370678524
ccaja_seguridad	0.000735254958744444	0.00335341655709512	0.000494043408450388
ctarjeta_debito_mean6	0.000733251921555062	0.00131915670554463	0.00194248885595266
mtarjeta_visa_consumo_mean6	0.00073144427491782	0.000910097058101412	0.00187511930025488
mv_fultimo_cierre_lag1	0.000725311594804177	0.00088108478818599	0.00209968448591415
Visa_msaldototal_delta1	0.000722688870944736	0.00105108014010805	0.00194248885595266
Master_mpagospesos_mean6	0.000721929856655737	0.00164723028955115	0.0020547714487823
mv_msaldototal_lag1	0.00071818713224534	0.000867709190286647	0.00136984763252153
Master_fultimo_cierre	0.000717379319954744	0.00108108257027808	0.00231302141229045
mtarjeta_visa_debitos_automaticos_lag1	0.000716245147527743	0.00217326999890116	0.00192003233738674
mtarjeta_visa_debitos_automaticos	0.00071057144826772	0.00120550775464451	0.00192003233738674
Visa_mconsumospesos_delta1	0.0007028418419839	0.000812990777218097	0.00216705404161193
Master_mconsumospesos_mean6	0.000699366880606424	0.00142820709654414	0.00192003233738674
mv_mconsumospesos_mean6	0.000692959673773809	0.000873638024425629	0.00186389104097192
Visa_mconsumosdolares	0.000692720063516491	0.00131455112452425	0.00184143452240599
mvr_msaldodolares_mean6	0.00069269589688878	0.00204689786714027	0.002144597523046
Master_cconsumos_mean6	0.000690665444415	0.00190066271399398	0.00176283670742525
mtransferencias_emitidas_delta1	0.000685116788154796	0.00238687990856388	0.00176283670742525
ccuenta_debitos_automaticos_mean6	0.000685068672165137	0.0024582287100547	0.00203231493021637
mcuenta_debitos_automaticos_mean6	0.000676912505906449	0.00135658310363161	0.00171792367029339
mplazo_fijo_dolares	0.000676115180338062	0.00381313768694584	0.000741065112675582
mvr_Master_mlimitecompra_mean6	0.000674951460074362	0.00089044822646076	0.00198740189308452
mvr_Visa_mlimitecompra_lag1	0.000674765697779196	0.000840560070245293	0.00176283670742525
Visa_mpagospesos_delta1	0.000669536347269616	0.00117030723389203	0.00227933663444156
internet_mean6	0.000669259710843034	0.00110993052775416	0.00119019548399412
ccallcenter_trx_delta1	0.000665995665091272	0.00100496123100971	0.000696152075543728
mvr_mconsumototal_mean6	0.000658385373543456	0.00073767440477243	0.00179652148527414
Visa_status_mean6	0.000656776939775385	0.000589967916708709	0.000392989074903718
cmobile_app_trx	0.000648453236863842	0.00101416363944659	0.00192003233738674
Visa_msaldopesos_delta1	0.000646640730737764	0.00112850485451956	0.0019312605966697
mv_mconsumototal_mean6	0.000645926645888086	0.000790585016274725	0.00185266278168895
catm_trx_mean6	0.00063845072002848	0.00111091384925575	0.00192003233738674
mvr_Visa_mlimitecompra	0.000637038932327179	0.00087443797616278	0.00170669541101043
cpagomiscuentas	0.000636660464880541	0.00171929278330763	0.000931945520485959
internet_delta1	0.000635777838827741	0.000706208299088346	0.000965630298334849
mvr_mconsumosdolares_mean6	0.000635229717653928	0.000749051536671188	0.0016842388924445
Visa_mconsumototal_lag1	0.000634677658659261	0.000628696139821485	0.00171792367029339
mvr_msaldopesos2_lag1	0.0006327472533345	0.000914037456410912	0.00198740189308452
ccajas_extracciones_mean6	0.000623385165188178	0.00389473659383693	0.0014709019660682
Visa_mconsumototal_delta1	0.000620178632073852	0.000662975799683334	0.00207722796734822
mvr_mpagospesos_lag1	0.000617410492442922	0.00102582298388684	0.00181897800384007
Visa_mconsumosdolares_lag1	0.00061701331942466	0.000780746877356662	0.00187511930025488
Master_fultimo_cierre_lag1	0.000611408069100066	0.00103745415266462	0.00195371711523563
Visa_fultimo_cierre_lag1	0.000610711830826628	0.000916321144004317	0.00183020626312303
Visa_cconsumos_delta1	0.000596658498286365	0.00164757623927083	0.00162809759602969
mvr_msaldototal_lag1	0.000596550351325413	0.00111914579304673	0.0018077497445571
Master_mconsumototal_mean6	0.000592569252700311	0.0012816023771844	0.00169546715172747
mvr_mconsumospesos_lag1	0.000589470673975366	0.000906137967200312	0.00183020626312303
mvr_Master_mlimitecompra_lag1	0.000589166737468782	0.00134645901365374	0.00174038018885932
mcomisiones_mantenimiento_delta1	0.00058349341932408	0.00293742533195274	0.000763521631241509
mvr_msaldopesos_lag1	0.000572474700756585	0.00157160763215335	0.00162809759602969
mv_msaldopesos_lag1	0.000572057982646833	0.000841736153398806	0.00158318455889783
mpagomiscuentas_lag1	0.000571692957283553	0.00124548363985913	0.00119019548399412
mtransferencias_emitidas_lag1	0.000570638849336782	0.00112800763158298	0.00172915192957636
mvr_mpagospesos_delta1	0.000562320791962105	0.000978390487107507	0.00163932585531265
ccaja_seguridad_lag1	0.000560432764584331	0.00156895045746141	0.000336847778488901
mforex_sell_mean6	0.000556427789152157	0.00195958978685735	0.00140353241037042
Master_mpagominimo_lag1	0.000556156022291799	0.00127248130431683	0.00145967370678524
mv_msaldopesos_delta1	0.000548406435784018	0.00127691609887833	0.00169546715172747
mv_status06	0.000545185408451395	0.000455046614199859	0.000291934741357047
mv_cconsumos_lag1	0.000543158071375891	0.000954557888733047	0.00133616285467264
ctarjeta_visa_trx_delta1	0.000539718938073623	0.00128209567923592	0.0013473911139556
tpaquete7	0.000539384983889127	0.00106115417041378	0.000157195629961487
mvr_mpagado_mean6	0.000536902645558026	0.00102164778839016	0.00132493459538968
Master_mpagominimo_delta1	0.000531883444296808	0.00139251154125604	0.000954402039051886
mtarjeta_visa_consumo_delta1	0.000529899621070511	0.00105735428568309	0.00149335848463413
cmobile_app_trx_delta1	0.000529243837746088	0.00160077309013652	0.00157195629961487
Master_mpagospesos	0.000525619883615956	0.00116163788345759	0.0014709019660682
mplazo_fijo_dolares_delta1	0.000518165043523875	0.00517884614906359	0.000617554260562985
mvr_msaldopesos2_delta1	0.000515702944373666	0.00114505782825759	0.00169546715172747
Master_Finiciomora_mean6	0.000506899171605779	0.00171329948252347	0.000359304297054828
cplazo_fijo	0.000503755667031923	0.00379257127701601	0.000460358630601498
ctarjeta_master_mean6	0.000500689124315661	7.24180177303951e-05	0.000145967370678524
mvr_mpagosdolares_mean6	0.00049777891761788	0.00210590062220377	0.00166178237387858
Master_msaldototal_mean6	0.000497548141498968	0.000616737531548875	0.00128002155825782
mcuenta_debitos_automaticos_lag1	0.000491497327292256	0.00111786959054893	0.00120142374327708
mtarjeta_master_consumo	0.00048792998339488	0.000759562244153393	0.000640010779128912
Master_msaldopesos_lag1	0.000486909692153256	0.0010120790051579	0.00149335848463413
tmobile_app_lag1	0.000482806868979125	0.000448049110921539	0.00108914115044745
ccomisiones_mantenimiento_lag1	0.000481170623995553	0.000373459105230477	0.000595097741997058
